year,sex,age,ethnicity,population
2019,both,60-64,overall,1171.4
2019,both,60-64,bumi_malay,563.1
2019,both,60-64,bumi_other,116.7
2019,both,60-64,chinese,357.4
2019,both,60-64,indian,92.1
2019,both,60-64,other_citizen,7.1
2019,both,60-64,other_noncitizen,35
2019,both,65-69,overall,870.2
2019,both,65-69,bumi_malay,414.9
2019,both,65-69,bumi_other,76.2
2019,both,65-69,chinese,287.7
2019,both,65-69,indian,65.9
2019,both,65-69,other_citizen,4.7
2019,both,65-69,other_noncitizen,20.8
2019,both,70-74,overall,612.7
2019,both,70-74,bumi_malay,277.8
2019,both,70-74,bumi_other,52.6
2019,both,70-74,chinese,223.5
2019,both,70-74,indian,44.4
2019,both,70-74,other_citizen,2.9
2019,both,70-74,other_noncitizen,11.7
2019,both,75-79,overall,346.9
2019,both,75-79,bumi_malay,150.7
2019,both,75-79,bumi_other,35.3
2019,both,75-79,chinese,131.7
2019,both,75-79,indian,20.8
2019,both,75-79,other_citizen,1.7
2019,both,75-79,other_noncitizen,6.5
2019,both,80-84,overall,210.1
2019,both,80-84,bumi_malay,87.3
2019,both,80-84,bumi_other,18.6
2019,both,80-84,chinese,84.5
2019,both,80-84,indian,13.5
2019,both,80-84,other_citizen,0.8
2019,both,80-84,other_noncitizen,5.3
2019,both,85+,overall,150.2
2019,both,85+,bumi_malay,68.5
2019,both,85+,bumi_other,18.5
2019,both,85+,chinese,43.9
2019,both,85+,indian,10.9
2019,both,85+,other_citizen,1
2019,both,85+,other_noncitizen,7.3
2019,female,overall,overall,15758.2
2019,female,overall,bumi_malay,8215.4
2019,female,overall,bumi_other,1891.3
2019,female,overall,chinese,3265.1
2019,female,overall,indian,1015.1
2019,female,overall,other_citizen,146.2
2019,female,overall,other_noncitizen,1225
2019,female,0-4,overall,1248.9
2019,female,0-4,bumi_malay,799.8
2019,female,0-4,bumi_other,157
2019,female,0-4,chinese,155.3
2019,female,0-4,indian,54.5
2019,female,0-4,other_citizen,19.2
2019,female,0-4,other_noncitizen,63.2
2019,female,09-May,overall,1227.5
2019,female,09-May,bumi_malay,744.5
2019,female,09-May,bumi_other,163
2019,female,09-May,chinese,185.1
2019,female,09-May,indian,62.8
2019,female,09-May,other_citizen,20.9
2019,female,09-May,other_noncitizen,51.3
2019,female,14-Oct,overall,1227.7
2019,female,14-Oct,bumi_malay,708.8
2019,female,14-Oct,bumi_other,186.2
2019,female,14-Oct,chinese,214
2019,female,14-Oct,indian,75.5
2019,female,14-Oct,other_citizen,16.6
2019,female,14-Oct,other_noncitizen,26.7
2019,female,15-19,overall,1377.4
2019,female,15-19,bumi_malay,741.8
2019,female,15-19,bumi_other,187.6
2019,female,15-19,chinese,243.6
2019,female,15-19,indian,83.2
2019,female,15-19,other_citizen,14.1
2019,female,15-19,other_noncitizen,107.2
2019,female,20-24,overall,1505.2
2019,female,20-24,bumi_malay,734.3
2019,female,20-24,bumi_other,184.1
2019,female,20-24,chinese,255.1
2019,female,20-24,indian,86.3
2019,female,20-24,other_citizen,12.7
2019,female,20-24,other_noncitizen,232.7
2019,female,25-29,overall,1524.4
2019,female,25-29,bumi_malay,741
2019,female,25-29,bumi_other,181.4
2019,female,25-29,chinese,267.2
2019,female,25-29,indian,89.7
2019,female,25-29,other_citizen,12.6
2019,female,25-29,other_noncitizen,232.6
2019,female,30-34,overall,1367.7
2019,female,30-34,bumi_malay,688.1
2019,female,30-34,bumi_other,162.2
2019,female,30-34,chinese,266.2
2019,female,30-34,indian,87.1
2019,female,30-34,other_citizen,11.3
2019,female,30-34,other_noncitizen,152.8
2019,female,35-39,overall,1208.8
2019,female,35-39,bumi_malay,591.8
2019,female,35-39,bumi_other,143.7
2019,female,35-39,chinese,256.7
2019,female,35-39,indian,84.6
2019,female,35-39,other_citizen,9
2019,female,35-39,other_noncitizen,122.8
2019,female,40-44,overall,948.3
2019,female,40-44,bumi_malay,455.4
2019,female,40-44,bumi_other,105.7
2019,female,40-44,chinese,225.6
2019,female,40-44,indian,68.6
2019,female,40-44,other_citizen,6.5
2019,female,40-44,other_noncitizen,86.5
2019,female,45-49,overall,878.4
2019,female,45-49,bumi_malay,429.8
2019,female,45-49,bumi_other,100.9
2019,female,45-49,chinese,222.9
2019,female,45-49,indian,65.8
2019,female,45-49,other_citizen,5.4
2019,female,45-49,other_noncitizen,53.6
2019,female,50-54,overall,817.1
2019,female,50-54,bumi_malay,401.7
2019,female,50-54,bumi_other,89.2
2019,female,50-54,chinese,221.4
2019,female,50-54,indian,64.1
2019,female,50-54,other_citizen,5.1
2019,female,50-54,other_noncitizen,35.6
2019,female,55-59,overall,708.1
2019,female,55-59,bumi_malay,351.6
2019,female,55-59,bumi_other,74.4
2019,female,55-59,chinese,196.3
2019,female,55-59,indian,58.7
2019,female,55-59,other_citizen,4.3
2019,female,55-59,other_noncitizen,22.8
2019,female,60-64,overall,586.3
2019,female,60-64,bumi_malay,291.1
2019,female,60-64,bumi_other,55.5
2019,female,60-64,chinese,172.8
2019,female,60-64,indian,49
2019,female,60-64,other_citizen,3.2
2019,female,60-64,other_noncitizen,14.6
2019,female,65-69,overall,441.7
2019,female,65-69,bumi_malay,216.4
2019,female,65-69,bumi_other,36.4
2019,female,65-69,chinese,141.9
2019,female,65-69,indian,35.4
2019,female,65-69,other_citizen,2.1
2019,female,65-69,other_noncitizen,9.4
2019,female,70-74,overall,318.2
2019,female,70-74,bumi_malay,149
2019,female,70-74,bumi_other,26.9
2019,female,70-74,chinese,111.4
2019,female,70-74,indian,24.6
2019,female,70-74,other_citizen,1.5
2019,female,70-74,other_noncitizen,5
2019,female,75-79,overall,183.9
2019,female,75-79,bumi_malay,84
2019,female,75-79,bumi_other,18.1
2019,female,75-79,chinese,66.5
2019,female,75-79,indian,11.6
2019,female,75-79,other_citizen,0.8
2019,female,75-79,other_noncitizen,2.8
2019,female,80-84,overall,113.1
2019,female,80-84,bumi_malay,49.7
2019,female,80-84,bumi_other,9.7
2019,female,80-84,chinese,43.4
2019,female,80-84,indian,7.5
2019,female,80-84,other_citizen,0.4
2019,female,80-84,other_noncitizen,2.4
2019,female,85+,overall,75.2
2019,female,85+,bumi_malay,36.6
2019,female,85+,bumi_other,9.3
2019,female,85+,chinese,19.9
2019,female,85+,indian,6
2019,female,85+,other_citizen,0.4
2019,female,85+,other_noncitizen,3
2019,male,overall,overall,16764.9
2019,male,overall,bumi_malay,8319.3
2019,male,overall,bumi_other,1943.3
2019,male,overall,chinese,3433.5
2019,male,overall,indian,999.7
2019,male,overall,other_citizen,153.5
2019,male,overall,other_noncitizen,1915.4
2019,male,0-4,overall,1331.1
2019,male,0-4,bumi_malay,852.4
2019,male,0-4,bumi_other,167.9
2019,male,0-4,chinese,166.2
2019,male,0-4,indian,56.3
2019,male,0-4,other_citizen,20.5
2019,male,0-4,other_noncitizen,67.9
2019,male,09-May,overall,1317.7
2019,male,09-May,bumi_malay,795.3
2019,male,09-May,bumi_other,175
2019,male,09-May,chinese,201.5
2019,male,09-May,indian,68.1
2019,male,09-May,other_citizen,22
2019,male,09-May,other_noncitizen,55.8
2019,male,14-Oct,overall,1299.4
2019,male,14-Oct,bumi_malay,751.9
2019,male,14-Oct,bumi_other,193.1
2019,male,14-Oct,chinese,229.5
2019,male,14-Oct,indian,78
2019,male,14-Oct,other_citizen,18
2019,male,14-Oct,other_noncitizen,29
2019,male,15-19,overall,1480.1
2019,male,15-19,bumi_malay,779.3
2019,male,15-19,bumi_other,194.6
2019,male,15-19,chinese,258.7
2019,male,15-19,indian,87
2019,male,15-19,other_citizen,15.3
2019,male,15-19,other_noncitizen,145.2
2019,male,20-24,overall,1675.9
2019,male,20-24,bumi_malay,761.8
2019,male,20-24,bumi_other,189.8
2019,male,20-24,chinese,269
2019,male,20-24,indian,87.5
2019,male,20-24,other_citizen,14.8
2019,male,20-24,other_noncitizen,353
2019,male,25-29,overall,1746.2
2019,male,25-29,bumi_malay,750.7
2019,male,25-29,bumi_other,182.7
2019,male,25-29,chinese,280.2
2019,male,25-29,indian,88
2019,male,25-29,other_citizen,12.8
2019,male,25-29,other_noncitizen,431.7
2019,male,30-34,overall,1502.4
2019,male,30-34,bumi_malay,683.6
2019,male,30-34,bumi_other,157.7
2019,male,30-34,chinese,268.2
2019,male,30-34,indian,90.7
2019,male,30-34,other_citizen,11.5
2019,male,30-34,other_noncitizen,290.5
2019,male,35-39,overall,1304
2019,male,35-39,bumi_malay,601
2019,male,35-39,bumi_other,139.9
2019,male,35-39,chinese,266.1
2019,male,35-39,indian,84.9
2019,male,35-39,other_citizen,9.1
2019,male,35-39,other_noncitizen,203.1
2019,male,40-44,overall,1022.3
2019,male,40-44,bumi_malay,465
2019,male,40-44,bumi_other,107.3
2019,male,40-44,chinese,244.6
2019,male,40-44,indian,70.7
2019,male,40-44,other_citizen,6.3
2019,male,40-44,other_noncitizen,128.3
2019,male,45-49,overall,895.9
2019,male,45-49,bumi_malay,415.5
2019,male,45-49,bumi_other,100.6
2019,male,45-49,chinese,234.6
2019,male,45-49,indian,62.1
2019,male,45-49,other_citizen,4.6
2019,male,45-49,other_noncitizen,78.5
2019,male,50-54,overall,810.2
2019,male,50-54,bumi_malay,380.3
2019,male,50-54,bumi_other,91.6
2019,male,50-54,chinese,224.5
2019,male,50-54,indian,57.8
2019,male,50-54,other_citizen,4.7
2019,male,50-54,other_noncitizen,51.4
2019,male,55-59,overall,736.6
2019,male,55-59,bumi_malay,347
2019,male,55-59,bumi_other,81.1
2019,male,55-59,chinese,217.6
2019,male,55-59,indian,55.3
2019,male,55-59,other_citizen,4.3
2019,male,55-59,other_noncitizen,31.3
2019,male,60-64,overall,585.1
2019,male,60-64,bumi_malay,272
2019,male,60-64,bumi_other,61.2
2019,male,60-64,chinese,184.6
2019,male,60-64,indian,43.1
2019,male,60-64,other_citizen,3.9
2019,male,60-64,other_noncitizen,20.4
2019,male,65-69,overall,428.5
2019,male,65-69,bumi_malay,198.5
2019,male,65-69,bumi_other,39.8
2019,male,65-69,chinese,145.8
2019,male,65-69,indian,30.5
2019,male,65-69,other_citizen,2.6
2019,male,65-69,other_noncitizen,11.4
2019,male,70-74,overall,294.5
2019,male,70-74,bumi_malay,128.8
2019,male,70-74,bumi_other,25.7
2019,male,70-74,chinese,112.1
2019,male,70-74,indian,19.8
2019,male,70-74,other_citizen,1.4
2019,male,70-74,other_noncitizen,6.7
2019,male,75-79,overall,163
2019,male,75-79,bumi_malay,66.7
2019,male,75-79,bumi_other,17.2
2019,male,75-79,chinese,65.2
2019,male,75-79,indian,9.2
2019,male,75-79,other_citizen,0.9
2019,male,75-79,other_noncitizen,3.7
2019,male,80-84,overall,97
2019,male,80-84,bumi_malay,37.6
2019,male,80-84,bumi_other,8.9
2019,male,80-84,chinese,41.1
2019,male,80-84,indian,6
2019,male,80-84,other_citizen,0.4
2019,male,80-84,other_noncitizen,2.9
2019,male,85+,overall,75
2019,male,85+,bumi_malay,31.9
2019,male,85+,bumi_other,9.2
2019,male,85+,chinese,24
2019,male,85+,indian,4.9
2019,male,85+,other_citizen,0.6
2019,male,85+,other_noncitizen,4.3
2020,both,overall,overall,32447.4
2020,both,overall,bumi_malay,16913
2020,both,overall,bumi_other,3736.5
2020,both,overall,chinese,6892.4
2020,both,overall,indian,1998.8
2020,both,overall,other_citizen,215.6
2020,both,overall,other_noncitizen,2691.1
2020,both,0-4,overall,2519.5
2020,both,0-4,bumi_malay,1477.8
2020,both,0-4,bumi_other,297.8
2020,both,0-4,chinese,412.3
2020,both,0-4,indian,124.9
2020,both,0-4,other_citizen,16.6
2020,both,0-4,other_noncitizen,190
2020,both,09-May,overall,2641.2
2020,both,09-May,bumi_malay,1508.2
2020,both,09-May,bumi_other,300.6
2020,both,09-May,chinese,512.3
2020,both,09-May,indian,152.3
2020,both,09-May,other_citizen,17.9
2020,both,09-May,other_noncitizen,149.9
2020,both,14-Oct,overall,2611.2
2020,both,14-Oct,bumi_malay,1412.8
2020,both,14-Oct,bumi_other,379.6
2020,both,14-Oct,chinese,564.4
2020,both,14-Oct,indian,169.1
2020,both,14-Oct,other_citizen,13.7
2020,both,14-Oct,other_noncitizen,71.6
2020,both,15-19,overall,2839.5
2020,both,15-19,bumi_malay,1640.8
2020,both,15-19,bumi_other,355.6
2020,both,15-19,chinese,513.7
2020,both,15-19,indian,167
2020,both,15-19,other_citizen,20.5
2020,both,15-19,other_noncitizen,141.9
2020,both,20-24,overall,2867
2020,both,20-24,bumi_malay,1485.9
2020,both,20-24,bumi_other,339.7
2020,both,20-24,chinese,485
2020,both,20-24,indian,159.3
2020,both,20-24,other_citizen,20.1
2020,both,20-24,other_noncitizen,376.9
2020,both,25-29,overall,2891.6
2020,both,25-29,bumi_malay,1383
2020,both,25-29,bumi_other,346.4
2020,both,25-29,chinese,488.5
2020,both,25-29,indian,160.2
2020,both,25-29,other_citizen,21.3
2020,both,25-29,other_noncitizen,492.2
2020,both,30-34,overall,2907.2
2020,both,30-34,bumi_malay,1458
2020,both,30-34,bumi_other,320.2
2020,both,30-34,chinese,529.2
2020,both,30-34,indian,169.1
2020,both,30-34,other_citizen,23.5
2020,both,30-34,other_noncitizen,407.2
2020,both,35-39,overall,2742.6
2020,both,35-39,bumi_malay,1373.2
2020,both,35-39,bumi_other,299.2
2020,both,35-39,chinese,578.3
2020,both,35-39,indian,175
2020,both,35-39,other_citizen,19.3
2020,both,35-39,other_noncitizen,297.5
2020,both,40-44,overall,2194.8
2020,both,40-44,bumi_malay,1085.5
2020,both,40-44,bumi_other,223.6
2020,both,40-44,chinese,524.6
2020,both,40-44,indian,149.8
2020,both,40-44,other_citizen,14.2
2020,both,40-44,other_noncitizen,197.1
2020,both,45-49,overall,1843.7
2020,both,45-49,bumi_malay,908.1
2020,both,45-49,bumi_other,199.6
2020,both,45-49,chinese,481.9
2020,both,45-49,indian,126.6
2020,both,45-49,other_citizen,11
2020,both,45-49,other_noncitizen,116.7
2020,both,50-54,overall,1586
2020,both,50-54,bumi_malay,789.3
2020,both,50-54,bumi_other,176.8
2020,both,50-54,chinese,435.9
2020,both,50-54,indian,111.8
2020,both,50-54,other_citizen,9.1
2020,both,50-54,other_noncitizen,63.1
2020,both,55-59,overall,1459.8
2020,both,55-59,bumi_malay,737.3
2020,both,55-59,bumi_other,151.9
2020,both,55-59,chinese,417
2020,both,55-59,indian,108.1
2020,both,55-59,other_citizen,7.9
2020,both,55-59,other_noncitizen,37.6
2020,both,60-64,overall,1152.1
2020,both,60-64,bumi_malay,573
2020,both,60-64,bumi_other,116.7
2020,both,60-64,chinese,347
2020,both,60-64,indian,84.9
2020,both,60-64,other_citizen,6.2
2020,both,60-64,other_noncitizen,24.3
2020,both,65-69,overall,917.4
2020,both,65-69,bumi_malay,469.2
2020,both,65-69,bumi_other,95.3
2020,both,65-69,chinese,231.7
2020,both,65-69,indian,61.8
2020,both,65-69,other_citizen,6.5
2020,both,65-69,other_noncitizen,52.9
2020,both,70-74,overall,611.4
2020,both,70-74,bumi_malay,306.4
2020,both,70-74,bumi_other,58.4
2020,both,70-74,chinese,174.2
2020,both,70-74,indian,40.6
2020,both,70-74,other_citizen,4
2020,both,70-74,other_noncitizen,28
2020,both,75-79,overall,329.3
2020,both,75-79,bumi_malay,155.6
2020,both,75-79,bumi_other,37.4
2020,both,75-79,chinese,100.1
2020,both,75-79,indian,18.8
2020,both,75-79,other_citizen,2
2020,both,75-79,other_noncitizen,15.4
2020,both,80-84,overall,194.6
2020,both,80-84,bumi_malay,87.7
2020,both,80-84,bumi_other,20.1
2020,both,80-84,chinese,62.6
2020,both,80-84,indian,11.2
2020,both,80-84,other_citizen,0.9
2020,both,80-84,other_noncitizen,12.2
2020,both,85+,overall,138.5
2020,both,85+,bumi_malay,61.2
2020,both,85+,bumi_other,17.6
2020,both,85+,chinese,33.8
2020,both,85+,indian,8.3
2020,both,85+,other_citizen,1
2020,both,85+,other_noncitizen,16.5
2020,female,overall,overall,15481.2
2020,female,overall,bumi_malay,8349.3
2020,female,overall,bumi_other,1848.5
2020,female,overall,chinese,3374.6
2020,female,overall,indian,991.3
2020,female,overall,other_citizen,98.9
2020,female,overall,other_noncitizen,818.6
2020,female,0-4,overall,1233
2020,female,0-4,bumi_malay,724.2
2020,female,0-4,bumi_other,144
2020,female,0-4,chinese,204.2
2020,female,0-4,indian,62.5
2020,female,0-4,other_citizen,8
2020,female,0-4,other_noncitizen,90
2020,female,09-May,overall,1273.1
2020,female,09-May,bumi_malay,728.9
2020,female,09-May,bumi_other,145.8
2020,female,09-May,chinese,245.8
2020,female,09-May,indian,73.2
2020,female,09-May,other_citizen,8.5
2020,female,09-May,other_noncitizen,70.8
2020,female,14-Oct,overall,1259.6
2020,female,14-Oct,bumi_malay,682.4
2020,female,14-Oct,bumi_other,184.9
2020,female,14-Oct,chinese,269.9
2020,female,14-Oct,indian,82.1
2020,female,14-Oct,other_citizen,6.4
2020,female,14-Oct,other_noncitizen,33.9
2020,female,15-19,overall,1350.9
2020,female,15-19,bumi_malay,787.1
2020,female,15-19,bumi_other,174.3
2020,female,15-19,chinese,245.9
2020,female,15-19,indian,79.9
2020,female,15-19,other_citizen,8.7
2020,female,15-19,other_noncitizen,54.9
2020,female,20-24,overall,1322.4
2020,female,20-24,bumi_malay,724.1
2020,female,20-24,bumi_other,169.6
2020,female,20-24,chinese,234.8
2020,female,20-24,indian,77.1
2020,female,20-24,other_citizen,8.9
2020,female,20-24,other_noncitizen,107.9
2020,female,25-29,overall,1310
2020,female,25-29,bumi_malay,687
2020,female,25-29,bumi_other,174.6
2020,female,25-29,chinese,241
2020,female,25-29,indian,79.8
2020,female,25-29,other_citizen,9.1
2020,female,25-29,other_noncitizen,118.5
2020,female,30-34,overall,1342.1
2020,female,30-34,bumi_malay,731
2020,female,30-34,bumi_other,162.2
2020,female,30-34,chinese,266
2020,female,30-34,indian,83.6
2020,female,30-34,other_citizen,9.9
2020,female,30-34,other_noncitizen,89.5
2020,female,35-39,overall,1278.2
2020,female,35-39,bumi_malay,678.9
2020,female,35-39,bumi_other,148.5
2020,female,35-39,chinese,286.4
2020,female,35-39,indian,85.1
2020,female,35-39,other_citizen,8.6
2020,female,35-39,other_noncitizen,70.7
2020,female,40-44,overall,1027.7
2020,female,40-44,bumi_malay,530.8
2020,female,40-44,bumi_other,111.8
2020,female,40-44,chinese,254.5
2020,female,40-44,indian,72.6
2020,female,40-44,other_citizen,6.7
2020,female,40-44,other_noncitizen,51.4
2020,female,45-49,overall,885.9
2020,female,45-49,bumi_malay,450
2020,female,45-49,bumi_other,100.9
2020,female,45-49,chinese,233.3
2020,female,45-49,indian,63.6
2020,female,45-49,other_citizen,5.5
2020,female,45-49,other_noncitizen,32.7
2020,female,50-54,overall,782
2020,female,50-54,bumi_malay,398.1
2020,female,50-54,bumi_other,87.5
2020,female,50-54,chinese,215.3
2020,female,50-54,indian,56.7
2020,female,50-54,other_citizen,4.5
2020,female,50-54,other_noncitizen,19.9
2020,female,55-59,overall,716.4
2020,female,55-59,bumi_malay,369.4
2020,female,55-59,bumi_other,75.6
2020,female,55-59,chinese,200.1
2020,female,55-59,indian,54.8
2020,female,55-59,other_citizen,3.8
2020,female,55-59,other_noncitizen,12.6
2020,female,60-64,overall,575.2
2020,female,60-64,bumi_malay,292.4
2020,female,60-64,bumi_other,56.7
2020,female,60-64,chinese,170.3
2020,female,60-64,indian,45
2020,female,60-64,other_citizen,2.8
2020,female,60-64,other_noncitizen,8.1
2020,female,65-69,overall,460.4
2020,female,65-69,bumi_malay,238.5
2020,female,65-69,bumi_other,44.8
2020,female,65-69,chinese,116.2
2020,female,65-69,indian,32.6
2020,female,65-69,other_citizen,3.1
2020,female,65-69,other_noncitizen,25.2
2020,female,70-74,overall,313.8
2020,female,70-74,bumi_malay,159.4
2020,female,70-74,bumi_other,29.7
2020,female,70-74,chinese,88.2
2020,female,70-74,indian,22.1
2020,female,70-74,other_citizen,2
2020,female,70-74,other_noncitizen,12.6
2020,female,75-79,overall,172.8
2020,female,75-79,bumi_malay,84.5
2020,female,75-79,bumi_other,18.6
2020,female,75-79,chinese,51.5
2020,female,75-79,indian,10.2
2020,female,75-79,other_citizen,1.2
2020,female,75-79,other_noncitizen,6.9
2020,female,80-84,overall,105.5
2020,female,80-84,bumi_malay,49.8
2020,female,80-84,bumi_other,10.3
2020,female,80-84,chinese,33.2
2020,female,80-84,indian,6.1
2020,female,80-84,other_citizen,0.5
2020,female,80-84,other_noncitizen,5.6
2020,female,85+,overall,72
2020,female,85+,bumi_malay,32.8
2020,female,85+,bumi_other,8.7
2020,female,85+,chinese,18.1
2020,female,85+,indian,4.6
2020,female,85+,other_citizen,0.5
2020,female,85+,other_noncitizen,7.3
2020,male,overall,overall,16966.2
2020,male,overall,bumi_malay,8563.7
2020,male,overall,bumi_other,1888.1
2020,male,overall,chinese,3517.8
2020,male,overall,indian,1007.4
2020,male,overall,other_citizen,116.7
2020,male,overall,other_noncitizen,1872.5
2020,male,0-4,overall,1286.4
2020,male,0-4,bumi_malay,753.6
2020,male,0-4,bumi_other,153.8
2020,male,0-4,chinese,208
2020,male,0-4,indian,62.4
2020,male,0-4,other_citizen,8.6
2020,male,0-4,other_noncitizen,100
2020,male,09-May,overall,1368.1
2020,male,09-May,bumi_malay,779.2
2020,male,09-May,bumi_other,154.8
2020,male,09-May,chinese,266.5
2020,male,09-May,indian,79.1
2020,male,09-May,other_citizen,9.3
2020,male,09-May,other_noncitizen,79.2
2020,male,14-Oct,overall,1351.6
2020,male,14-Oct,bumi_malay,730.5
2020,male,14-Oct,bumi_other,194.7
2020,male,14-Oct,chinese,294.5
2020,male,14-Oct,indian,87
2020,male,14-Oct,other_citizen,7.3
2020,male,14-Oct,other_noncitizen,37.7
2020,male,15-19,overall,1488.6
2020,male,15-19,bumi_malay,853.7
2020,male,15-19,bumi_other,181.3
2020,male,15-19,chinese,267.9
2020,male,15-19,indian,87.1
2020,male,15-19,other_citizen,11.8
2020,male,15-19,other_noncitizen,87
2020,male,20-24,overall,1544.6
2020,male,20-24,bumi_malay,761.8
2020,male,20-24,bumi_other,170
2020,male,20-24,chinese,250.2
2020,male,20-24,indian,82.3
2020,male,20-24,other_citizen,11.2
2020,male,20-24,other_noncitizen,269
2020,male,25-29,overall,1581.6
2020,male,25-29,bumi_malay,696
2020,male,25-29,bumi_other,171.8
2020,male,25-29,chinese,247.5
2020,male,25-29,indian,80.4
2020,male,25-29,other_citizen,12.2
2020,male,25-29,other_noncitizen,373.7
2020,male,30-34,overall,1565
2020,male,30-34,bumi_malay,727
2020,male,30-34,bumi_other,158
2020,male,30-34,chinese,263.2
2020,male,30-34,indian,85.5
2020,male,30-34,other_citizen,13.6
2020,male,30-34,other_noncitizen,317.6
2020,male,35-39,overall,1464.4
2020,male,35-39,bumi_malay,694.3
2020,male,35-39,bumi_other,150.7
2020,male,35-39,chinese,291.9
2020,male,35-39,indian,90
2020,male,35-39,other_citizen,10.7
2020,male,35-39,other_noncitizen,226.8
2020,male,40-44,overall,1167.1
2020,male,40-44,bumi_malay,554.7
2020,male,40-44,bumi_other,111.9
2020,male,40-44,chinese,270.1
2020,male,40-44,indian,77.2
2020,male,40-44,other_citizen,7.5
2020,male,40-44,other_noncitizen,145.7
2020,male,45-49,overall,957.8
2020,male,45-49,bumi_malay,458.1
2020,male,45-49,bumi_other,98.7
2020,male,45-49,chinese,248.6
2020,male,45-49,indian,63
2020,male,45-49,other_citizen,5.5
2020,male,45-49,other_noncitizen,83.9
2020,male,50-54,overall,804
2020,male,50-54,bumi_malay,391.2
2020,male,50-54,bumi_other,89.3
2020,male,50-54,chinese,220.6
2020,male,50-54,indian,55.1
2020,male,50-54,other_citizen,4.6
2020,male,50-54,other_noncitizen,43.2
2020,male,55-59,overall,743.4
2020,male,55-59,bumi_malay,367.8
2020,male,55-59,bumi_other,76.3
2020,male,55-59,chinese,216.8
2020,male,55-59,indian,53.3
2020,male,55-59,other_citizen,4
2020,male,55-59,other_noncitizen,25
2020,male,60-64,overall,576.8
2020,male,60-64,bumi_malay,280.6
2020,male,60-64,bumi_other,60
2020,male,60-64,chinese,176.7
2020,male,60-64,indian,39.9
2020,male,60-64,other_citizen,3.4
2020,male,60-64,other_noncitizen,16.2
2020,male,65-69,overall,457
2020,male,65-69,bumi_malay,230.7
2020,male,65-69,bumi_other,50.5
2020,male,65-69,chinese,115.5
2020,male,65-69,indian,29.3
2020,male,65-69,other_citizen,3.3
2020,male,65-69,other_noncitizen,27.7
2020,male,70-74,overall,297.6
2020,male,70-74,bumi_malay,147
2020,male,70-74,bumi_other,28.7
2020,male,70-74,chinese,86
2020,male,70-74,indian,18.5
2020,male,70-74,other_citizen,2
2020,male,70-74,other_noncitizen,15.4
2020,male,75-79,overall,156.5
2020,male,75-79,bumi_malay,71.1
2020,male,75-79,bumi_other,18.8
2020,male,75-79,chinese,48.7
2020,male,75-79,indian,8.6
2020,male,75-79,other_citizen,0.8
2020,male,75-79,other_noncitizen,8.5
2020,male,80-84,overall,89.2
2020,male,80-84,bumi_malay,37.9
2020,male,80-84,bumi_other,9.8
2020,male,80-84,chinese,29.4
2020,male,80-84,indian,5.2
2020,male,80-84,other_citizen,0.4
2020,male,80-84,other_noncitizen,6.6
2020,male,85+,overall,66.5
2020,male,85+,bumi_malay,28.4
2020,male,85+,bumi_other,8.9
2020,male,85+,chinese,15.7
2020,male,85+,indian,3.7
2020,male,85+,other_citizen,0.5
2020,male,85+,other_noncitizen,9.2
2021,both,overall,overall,32576.3
2021,both,overall,bumi_malay,17248.4
2021,both,overall,bumi_other,3654.1
2021,both,overall,chinese,6891.7
2021,both,overall,indian,2002.6
2021,both,overall,other_citizen,220.1
2021,both,overall,other_noncitizen,2559.5
2021,both,0-4,overall,2445.5
2021,both,0-4,bumi_malay,1485
2021,both,0-4,bumi_other,277.1
2021,both,0-4,chinese,367.6
2021,both,0-4,indian,116
2021,both,0-4,other_citizen,19.6
2021,both,0-4,other_noncitizen,180.3
2021,both,09-May,overall,2639.5
2021,both,09-May,bumi_malay,1530.9
2021,both,09-May,bumi_other,297.8
2021,both,09-May,chinese,503.6
2021,both,09-May,indian,147.4
2021,both,09-May,other_citizen,17.3
2021,both,09-May,other_noncitizen,142.5
2021,both,14-Oct,overall,2600.1
2021,both,14-Oct,bumi_malay,1446.3
2021,both,14-Oct,bumi_other,349.5
2021,both,14-Oct,chinese,552.8
2021,both,14-Oct,indian,168
2021,both,14-Oct,other_citizen,14.9
2021,both,14-Oct,other_noncitizen,68.6
2021,both,15-19,overall,2800.7
2021,both,15-19,bumi_malay,1601.5
2021,both,15-19,bumi_other,346.5
2021,both,15-19,chinese,529.4
2021,both,15-19,indian,168.6
2021,both,15-19,other_citizen,19
2021,both,15-19,other_noncitizen,135.6
2021,both,20-24,overall,2893
2021,both,20-24,bumi_malay,1540.2
2021,both,20-24,bumi_other,328.4
2021,both,20-24,chinese,486.8
2021,both,20-24,indian,159.3
2021,both,20-24,other_citizen,20
2021,both,20-24,other_noncitizen,358.2
2021,both,25-29,overall,2851.7
2021,both,25-29,bumi_malay,1387.5
2021,both,25-29,bumi_other,335.5
2021,both,25-29,chinese,482.4
2021,both,25-29,indian,157.8
2021,both,25-29,other_citizen,20.5
2021,both,25-29,other_noncitizen,467.9
2021,both,30-34,overall,2865.5
2021,both,30-34,bumi_malay,1453.7
2021,both,30-34,bumi_other,313.5
2021,both,30-34,chinese,520.5
2021,both,30-34,indian,167.2
2021,both,30-34,other_citizen,23.2
2021,both,30-34,other_noncitizen,387.5
2021,both,35-39,overall,2777.9
2021,both,35-39,bumi_malay,1425.7
2021,both,35-39,bumi_other,298.6
2021,both,35-39,chinese,574.4
2021,both,35-39,indian,175.6
